Timestamp,Which year are you in?,How are you feeling right now?,"On a scale of 1-100, how would you express this feeling?",Gender,Age,Your location ?,Relationship status,Are you happy with your financial state?,How much have you succeeded to cope up with the environment of your educational institution?,Understanding with your family members?,Are you feeling pressure in your study or work right now?,Are you satisfied with your academic result?,Are you happy with your living place?,Who supports you when you are not succeeding in your academic life?,Have you used any social media within the last 6 hours?,Do you have inferiority complex? ,Are you satisfied with your meal today?,Are you feeling sick/health issues today?,"Have you done any recreational activity (sports, gaming, hobby etc.) today?",How long did you sleep last night?(in hours)
12/26/2020 10:05,4th year,Good,80,Male,22,Home,Single,Yes,3,Good,Yes,No,Yes,Family,No,Yes,No,No,Yes,7
12/26/2020 10:37,4th year,Good,80,Male,22,Home,Single,Yes,3,Good,Yes,No,Yes,Family,Yes,No,No,Yes,Yes,7
1/3/2021 21:41,4th year,Good,70,Male,22,Home,Single,Yes,3,Good,Yes,No,Yes,Not applicable,Yes,No,No,Yes,Yes,7
1/3/2021 21:48,4th year,Good,78,Male,22,Home,Single,Yes,3,Good,Yes,No,Yes,Family,Yes,No,Yes,No,Yes,6
1/3/2021 21:50,4th year,Very good,95,Male,22,Home,Single,Yes,3,Good,Yes,No,Yes,Family,No,Yes,Neutral,Yes,Yes,7
1/3/2021 21:52,4th year,Bad,37,Male,22,Home,Single,Yes,2,Good,Yes,No,Yes,Family,Yes,No,No,Yes,Yes,8
1/3/2021 22:37,4th year,Normal,60,Male,22,Home,Single,Yes,3,Good,Yes,Yes,Yes,Family,Yes,No,No,Yes,No,6
1/3/2021 22:38,4th year,Good,80,Male,22,Home,Single,Yes,4,Good,Yes,No,Yes,Family,Yes,No,Yes,Yes,No,6
1/3/2021 22:40,4th year,Good,78,Male,22,Home,Single,Yes,4,Good,Yes,No,Yes,Family,Yes,No,Yes,Yes,Yes,7
1/3/2021 22:42,4th year,Good,78,Male,22,Home,Single,Yes,4,Good,No,No,Yes,No one,Yes,No,Yes,Yes,Yes,7
1/3/2021 22:44,4th year,Good,76,Male,22,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,No,No,Yes,Yes,7
1/3/2021 23:21,4th year,Very good,98,Male,22,Home,Single,Yes,3,Good,No,No,Yes,Family,Yes,No,No,Yes,Yes,7
1/3/2021 23:22,4th year,Good,78,Male,22,Home,Single,Yes,4,Normal,Yes,No,Yes,Family,Yes,No,Yes,Yes,No,6
1/3/2021 23:24,4th year,Good,80,Male,22,Home,Single,No,3,Good,No,Yes,Yes,Family,Yes,No,Yes,Yes,No,7
1/3/2021 23:25,3rd year,Good,70,Male,21,Home,Single,Yes,3,Good,Yes,No,Yes,Family,Yes,No,Yes,Yes,No,7
1/3/2021 23:27,3rd year,Good,80,Male,21,Home,Single,Yes,3,Good,No,No,Yes,Family,Yes,Yes,No,No,Yes,7
1/3/2021 23:35,3rd year,Good,80,Male,21,Home,Single,Yes,3,Good,No,Yes,No,Family,No,Yes,No,Yes,No,6
1/3/2021 23:37,4th year,Very good,95,Male,22,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,No,Yes,No,No,7
1/3/2021 23:46,4th year,Very good,97,Male,22,Home,Single,Yes,3,Good,Yes,No,Yes,Family,No,No,Yes,Yes,Yes,7
1/3/2021 23:49,4th year,Good,76,Male,22,Home,Single,Yes,3,Good,Yes,No,No,Family,No,No,Yes,Yes,Yes,7
1/3/2021 23:52,3rd year,Good,76,Male,21,Home,Single,Yes,3,Good,Yes,No,Yes,Family,Yes,No,Yes,Yes,Yes,7
1/3/2021 23:56,3rd year,Good,78,Male,21,Home,Single,Yes,3,Good,Yes,No,Yes,Family,Yes,No,Yes,Yes,No,7
1/3/2021 23:58,3rd year,Good,80,Male,21,Home,Single,Yes,3,Good,Yes,No,Yes,Family,Yes,No,Yes,Yes,No,7
1/4/2021 0:00,2nd year,Very good,90,Male,20,Home,Single,Yes,4,Good,Yes,Yes,No,Family,Yes,No,Yes,No,Yes,7
1/4/2021 0:02,3rd year,Good,78,Male,21,Home,Single,Yes,3,Good,Yes,No,Yes,Family,Yes,No,No,Yes,Yes,6
1/4/2021 0:04,4th year,Good,70,Male,22,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,No,Yes,No,No,6
1/4/2021 0:20,3rd year,Good,76,Male,21,Home,Single,Yes,3,Good,Yes,No,No,Family,Yes,No,Yes,No,Yes,7
1/4/2021 0:21,3rd year,Good,80,Male,21,Home,Single,No,3,Good,Yes,No,Yes,Family,Yes,No,Yes,No,Yes,7
1/4/2021 8:55,4th year,Good,78,Male,22,Home,Single,Yes,3,Good,Yes,No,No,Family,Yes,No,No,Yes,No,6
1/4/2021 8:58,4th year,Good,78,Male,22,Home,Single,Yes,3,Good,No,No,Yes,Family,Yes,No,Yes,No,Yes,7
1/4/2021 9:00,2nd year,Good,68,Male,20,Home,Single,No,3,Good,Yes,No,Yes,Family,Yes,No,Yes,No,No,8
1/4/2021 9:02,4th year,Good,76,Male,22,Home,Single,No,3,Good,No,No,No,Family,Yes,No,Yes,No,Yes,7
1/4/2021 9:06,4th year,Good,80,Male,22,Home,Single,Yes,3,Good,No,No,Yes,Family,No,No,No,No,Yes,7
1/4/2021 9:10,3rd year,Bad,25,Male,21,Home,Single,Yes,3,Good,Yes,No,No,No one,Yes,No,Yes,Yes,No,7
1/4/2021 9:40,2nd year,Very bad,14,Male,20,Home,Single,Yes,3,Normal,Yes,No,Yes,Friends,Yes,No,No,No,Yes,8
1/4/2021 9:43,2nd year,Very bad,8,Male,21,Home,Single,Yes,3,Good,Yes,No,Yes,Family,Yes,No,Yes,Yes,No,7
1/4/2021 9:45,1st year,Very bad,15,Male,19,Home,Single,Yes,3,Good,Yes,No,Yes,No one,Yes,No,Yes,No,No,7
1/4/2021 9:47,1st year,Good,76,Male,76,Home,Single,Yes,3,Good,Yes,No,Yes,Family,Yes,No,Yes,Yes,No,7
1/4/2021 9:50,1st year,Very bad,12,Male,19,Home,Single,Yes,1,Normal,Yes,No,No,Family,No,No,Yes,No,No,7
1/4/2021 9:54,1st year,Good,76,Male,19,Home,Single,No,4,Normal,Yes,No,Yes,No one,Yes,No,No,Yes,Yes,6
1/4/2021 10:04,3rd year,Good,76,Male,21,Home,Single,Yes,3,Good,No,Yes,Yes,Family,Yes,No,No,No,Yes,6
1/4/2021 10:06,2nd year,Good,78,Male,20,Home,Single,Yes,4,Good,Yes,No,Yes,Family,Yes,Yes,No,Yes,Yes,6
1/4/2021 10:11,2nd year,Good,80,Male,78,Home,Single,Yes,4,Normal,No,No,Yes,Family,Yes,No,Yes,No,No,7
1/4/2021 10:13,2nd year,Good,80,Male,20,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,No,Yes,No,Yes,6
1/4/2021 10:17,3rd year,Normal,58,Male,21,Home,Single,No,4,Good,No,No,Yes,Family,Yes,No,Yes,Yes,Yes,5
1/4/2021 10:21,2nd year,Normal,54,Male,20,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,No,Yes,No,No,6
1/4/2021 10:27,3rd year,Good,76,Male,21,Home,Single,No,3,Good,Yes,No,Yes,Family,Yes,Yes,Yes,No,No,7
1/4/2021 10:30,2nd year,Good,76,Male,20,Home,Single,No,3,Normal,Yes,No,Yes,Family,Yes,No,Yes,No,Yes,7
1/4/2021 10:33,2nd year,Very good,90,Male,20,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,Yes,Yes,Yes,No,6
1/4/2021 10:35,4th year,Good,80,Male,80,Home,Single,Yes,4,Good,Yes,No,Yes,Friends,Yes,Yes,Yes,No,No,6
1/4/2021 10:43,2nd year,Good,80,Male,20,Home,Single,Yes,3,Good,No,No,Yes,Family,Yes,No,Yes,No,Yes,7
1/4/2021 10:44,3rd year,Good,78,Male,21,Home,Single,No,3,Good,Yes,No,Yes,Family,No,Yes,No,Yes,No,6
1/4/2021 10:49,2nd year,Good,78,Male,20,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,No,Yes,No,Yes,7
1/4/2021 10:53,2nd year,Good,78,Male,20,Home,Single,Yes,3,Normal,Yes,No,Yes,Family,No,No,Yes,No,Yes,7
1/4/2021 10:55,2nd year,Good,80,Male,80,Home,Single,No,3,Good,No,No,Yes,Family,No,No,Yes,Yes,No,7
1/4/2021 10:58,2nd year,Good,80,Male,20,Home,Single,Yes,3,Good,No,No,Yes,Family,Yes,No,No,No,Yes,7
1/4/2021 11:00,2nd year,Normal,58,Male,20,Home,Single,Yes,3,Good,No,No,Yes,Family,Yes,No,Yes,No,No,7
1/4/2021 11:02,3rd year,Very good,85,Male,21,Home,Single,No,3,Good,No,No,Yes,Family,Yes,No,Yes,Yes,No,7
1/4/2021 11:04,2nd year,Good,80,Male,20,Home,Single,No,4,Good,No,No,Yes,Family,Yes,No,Yes,No,Yes,8
1/4/2021 11:06,3rd year,Good,76,Male,21,Home,Single,No,4,Normal,No,No,Yes,Family,No,No,Yes,Yes,No,7
1/4/2021 11:14,3rd year,Very good,98,Male,21,Hall-Mess,Single,Yes,2,Good,Yes,No,Yes,Family,No,No,No,Yes,No,7
1/4/2021 11:53,2nd year,Good,80,Male,20,Home,Single,No,4,Good,No,No,No,Family,No,No,Yes,No,Yes,7
1/4/2021 11:54,2nd year,Good,78,Male,21,Hall-Mess,Single,No,4,Good,No,No,No,Family,No,No,Yes,Yes,No,7
1/4/2021 11:56,2nd year,Good,80,Male,20,Hall-Mess,Single,Yes,3,Normal,No,No,No,Family,No,No,Yes,Yes,No,7
1/4/2021 11:58,3rd year,Good,78,Male,21,Hall-Mess,Single,No,3,Good,No,No,No,Family,No,No,No,Yes,No,7
1/4/2021 11:59,2nd year,Bad,76,Male,34,Home,Single,No,3,Good,No,No,No,Family,Yes,No,Neutral,No,Yes,7
1/4/2021 12:01,2nd year,Bad,34,Male,20,Hall-Mess,Single,Yes,2,Normal,No,No,No,Family,No,No,No,No,No,6
1/4/2021 12:06,3rd year,Normal,59,Male,21,Hall-Mess,Single,No,3,Good,No,No,No,Family,No,No,Yes,No,No,8
1/4/2021 12:07,1st year,Very good,90,Male,19,Hall-Mess,Single,No,3,Good,No,No,Yes,Family,No,No,No,Yes,No,6
1/4/2021 12:09,1st year,Good,78,Male,19,Home,Single,Yes,3,Good,No,No,No,Family,No,No,No,No,No,8
1/4/2021 12:12,3rd year,Bad,30,Male,21,Hall-Mess,Single,No,3,Good,No,No,No,Family,No,No,Yes,No,Yes,7
1/4/2021 12:13,1st year,Bad,76,Male,35,Hall-Mess,Single,Yes,2,Normal,No,No,No,Family,No,No,Yes,No,No,7
1/4/2021 13:01,2nd year,Good,78,Male,20,Hall-Mess,Single,Yes,3,Good,No,No,Yes,Family,No,No,No,Yes,No,7
1/4/2021 13:02,2nd year,Good,80,Male,19,Hall-Mess,Single,Yes,3,Normal,Yes,No,Yes,Family,Yes,No,Yes,No,Yes,7
1/13/2021 10:21,4th year,Good,76,Male,22,Home,Single,Yes,3,Normal,No,No,No,Family,No,No,Neutral,No,No,6
1/13/2021 10:23,2nd year,Very good,90,Male,20,Home,Single,No,3,Normal,Yes,No,Yes,Family,No,No,Yes,No,Yes,8
1/13/2021 10:25,3rd year,Good,80,Male,21,Hall-Mess,Single,Yes,2,Good,No,No,No,Family,Yes,No,No,No,No,8
1/13/2021 10:29,2nd year,Good,78,Male,20,Hall-Mess,Single,No,3,Normal,Yes,No,Yes,Family,No,No,No,Yes,No,7
1/13/2021 10:32,3rd year,Good,75,Male,20,Home,Single,No,3,Good,No,No,Yes,Family,Yes,No,No,No,Yes,7
1/13/2021 10:37,4th year,Good,80,Male,22,Home,Single,No,3,Good,No,No,Yes,Family,Yes,Yes,Yes,No,Yes,7
1/13/2021 11:25,3rd year,Good,76,Male,21,Hall-Mess,Single,No,4,Good,No,No,Yes,Not applicable,No,No,No,No,No,6
1/13/2021 11:42,2nd year,Good,80,Male,20,Home,Single,No,4,Good,No,No,No,Not applicable,No,No,No,No,Yes,7
1/13/2021 11:45,2nd year,Normal,60,Male,20,Home,Single,Yes,3,Good,No,No,No,Family,No,No,No,No,Yes,7
1/13/2021 11:47,2nd year,Normal,60,Male,60,Home,Single,No,2,Normal,No,No,Yes,Family,No,No,Neutral,No,Yes,7
1/13/2021 11:48,4th year,Normal,60,Male,22,Home,Single,No,3,Good,No,No,Yes,Family,No,No,No,Yes,No,6
1/13/2021 11:53,3rd year,Bad,28,Male,21,Home,Single,No,2,Normal,No,No,Yes,Family,Yes,No,No,No,Yes,7
1/13/2021 11:56,2nd year,Good,78,Male,20,Hall-Mess,Single,Yes,2,Good,No,No,No,Family,No,No,No,Yes,No,7
1/13/2021 11:58,2nd year,Good,76,Male,20,Hall-Mess,Single,Yes,3,Good,No,No,No,Family,Yes,No,No,No,Yes,7
1/13/2021 12:05,2nd year,Very bad,15,Male,20,Home,Single,No,2,Good,No,No,No,Family,No,No,No,No,No,6
1/13/2021 12:07,3rd year,Normal,54,Male,21,Home,Single,No,3,Normal,Yes,No,No,Family,Yes,No,No,Yes,No,7
1/13/2021 12:09,2nd year,Bad,34,Male,20,Home,Single,No,3,Normal,No,No,No,Not applicable,Yes,No,Neutral,No,No,7
1/13/2021 12:16,2nd year,Good,75,Male,20,Home,Single,No,4,Good,No,No,No,Family,No,No,No,Yes,No,7
1/13/2021 12:17,4th year,Very good,93,Male,21,Home,Single,Yes,4,Good,No,No,No,Family,No,No,No,No,No,7
1/13/2021 12:38,2nd year,Good,78,Male,20,Home,Single,Yes,3,Good,No,No,No,No one,Yes,No,Neutral,No,Yes,7
1/13/2021 12:42,2nd year,Good,76,Male,20,Hall-Mess,Single,Yes,2,Normal,No,No,No,Family,No,No,No,Yes,Yes,7
1/13/2021 12:44,2nd year,Normal,57,Male,20,Home,Single,No,3,Normal,No,No,No,Family,Yes,No,No,No,Yes,7
1/13/2021 12:48,3rd year,Bad,34,Male,21,Home,Single,Yes,3,Normal,Yes,No,No,Family,No,No,Neutral,No,No,6
1/13/2021 12:55,1st year,Good,76,Male,77,Home,Single,Yes,3,Good,No,No,No,Family,No,No,No,Yes,Yes,7
1/13/2021 12:56,1st year,Normal,56,Male,19,Home,Single,Yes,3,Good,No,No,No,Family,No,No,Yes,No,Yes,6
1/13/2021 12:58,1st year,Bad,15,Male,19,Hall-Mess,Single,No,1,Normal,No,No,No,Family,No,No,No,Yes,No,6
1/13/2021 13:01,1st year,Bad,35,Male,19,Hall-Mess,Single,No,2,Good,Yes,No,No,Family,No,No,No,No,Yes,6
1/13/2021 13:03,1st year,Very bad,6,Male,19,Home,Single,No,2,Good,No,No,No,Family,No,No,No,No,Yes,6
1/13/2021 13:09,1st year,Normal,56,Male,19,Hall-Mess,Single,No,3,Good,No,Yes,Yes,Family,Yes,No,No,Yes,No,6
1/13/2021 13:14,1st year,Normal,50,Male,19,Hall-Mess,Single,No,2,Normal,Yes,No,Yes,Family,No,No,Yes,No,Yes,7
1/13/2021 13:16,3rd year,Normal,57,Male,21,Hall-Mess,Single,No,3,Good,No,No,No,Family,Yes,No,No,No,Yes,6
1/13/2021 13:18,1st year,Good,76,Male,19,Hall-Mess,Single,No,2,Good,No,No,No,No one,No,No,No,No,Yes,7
1/13/2021 13:21,4th year,Normal,58,Male,58,Home,Single,No,2,Normal,No,No,Yes,Not applicable,Yes,No,No,No,No,7
1/13/2021 13:23,3rd year,Normal,58,Male,56,Home,Single,No,4,Good,No,No,No,Family,No,Yes,No,No,No,7
1/14/2021 9:07,2nd year,Good,76,Male,20,Hall-Mess,Single,No,3,Good,No,No,No,No one,No,Maybe,Neutral,No,No,7
1/14/2021 9:09,1st year,Very good,90,Male,19,Home,Single,No,2,Normal,Yes,No,No,Family,No,No,No,No,Yes,7
1/14/2021 9:12,1st year,Normal,56,Male,19,Home,Single,No,2,Normal,No,No,No,Family,No,No,No,No,Yes,7
1/14/2021 9:13,4th year,Bad,25,Male,22,Home,Single,No,2,Good,No,No,No,No one,No,No,No,Yes,Yes,7
1/14/2021 9:17,3rd year,Normal,58,Male,21,Hall-Mess,Single,Yes,2,Good,Yes,No,No,Family,Yes,No,No,No,Yes,7
1/14/2021 9:24,1st year,Good,76,Male,70,Home,Single,Yes,2,Good,No,No,No,Family,Yes,No,No,No,No,7
1/14/2021 9:26,3rd year,Normal,60,Male,21,Home,Single,No,3,Good,No,No,Yes,No one,No,No,No,No,Yes,7
1/14/2021 9:27,1st year,Normal,57,Male,19,Hall-Mess,Single,Yes,3,Good,No,No,No,Family,Yes,No,No,No,Yes,7
1/14/2021 9:52,1st year,Bad,25,Male,19,Hall-Mess,Single,No,2,Good,No,No,No,Family,No,No,Yes,No,Yes,6
1/14/2021 9:54,1st year,Good,78,Male,19,Home,Single,Yes,3,Good,No,No,No,Family,No,No,No,No,Yes,6
1/14/2021 9:57,2nd year,Normal,56,Male,20,Home,Single,No,3,Normal,Yes,No,No,Family,No,No,No,Yes,No,7
1/14/2021 10:03,3rd year,Normal,60,Male,21,Hall-Mess,Single,No,3,Good,No,No,No,Family,No,No,No,No,Yes,7
1/14/2021 11:16,1st year,Good,76,Male,19,Home,Single,Yes,3,Good,Yes,No,No,Family,No,No,No,No,Yes,6
1/14/2021 11:17,2nd year,Normal,58,Male,20,Hall-Mess,Single,No,3,Good,No,No,Yes,Family,No,No,No,No,Yes,6
1/14/2021 11:20,3rd year,Normal,60,Male,21,Home,Single,No,3,Good,No,No,No,Family,No,No,No,No,No,7
1/16/2021 23:01,1st year,Normal,65,Male,19,Hall-Mess,Single,Yes,3,Good,Yes,No,No,Family,No,Yes,Neutral,No,Yes,7
1/16/2021 23:01,1st year,Normal,65,Male,19,Hall-Mess,Single,Yes,3,Good,Yes,No,No,Family,No,Yes,Neutral,No,Yes,7
1/16/2021 23:01,1st year,Normal,65,Male,19,Hall-Mess,Single,Yes,3,Good,Yes,No,No,Family,No,Yes,Neutral,No,Yes,7
1/16/2021 23:01,1st year,Normal,65,Male,19,Hall-Mess,Single,Yes,3,Good,Yes,No,No,Family,No,Yes,Neutral,No,Yes,7
1/16/2021 23:05,1st year,Normal,60,Male,19,Hall-Mess,Single,No,3,Good,Yes,No,Yes,Family,No,No,Neutral,No,Yes,7
1/16/2021 23:05,1st year,Normal,60,Male,19,Hall-Mess,Single,No,3,Good,Yes,No,Yes,Family,No,No,Neutral,No,Yes,7
1/16/2021 23:05,1st year,Normal,60,Male,19,Hall-Mess,Single,No,3,Good,Yes,No,Yes,Family,No,No,Neutral,No,Yes,7
1/16/2021 23:05,1st year,Normal,60,Male,19,Hall-Mess,Single,No,3,Good,Yes,No,Yes,Family,No,No,Neutral,No,Yes,7
1/16/2021 23:06,1st year,Normal,60,Male,19,Hall-Mess,Single,No,3,Good,Yes,No,Yes,Family,No,No,Neutral,No,Yes,7
1/16/2021 23:06,1st year,Normal,60,Male,19,Hall-Mess,Single,No,3,Good,Yes,No,Yes,Family,No,No,Neutral,No,Yes,7
1/16/2021 23:06,1st year,Normal,60,Male,19,Hall-Mess,Single,No,3,Good,Yes,No,Yes,Family,No,No,Neutral,No,Yes,7
1/16/2021 23:06,1st year,Normal,60,Male,19,Hall-Mess,Single,No,3,Good,Yes,No,Yes,Family,No,No,Neutral,No,Yes,7
1/16/2021 23:06,1st year,Normal,60,Male,19,Hall-Mess,Single,No,3,Good,Yes,No,Yes,Family,No,No,Neutral,No,Yes,7
1/16/2021 23:06,1st year,Normal,60,Male,19,Hall-Mess,Single,No,3,Good,Yes,No,Yes,Family,No,No,Neutral,No,Yes,7
1/16/2021 23:06,1st year,Normal,60,Male,19,Hall-Mess,Single,No,3,Good,Yes,No,Yes,Family,No,No,Neutral,No,Yes,7
1/16/2021 23:06,1st year,Normal,60,Male,19,Hall-Mess,Single,No,3,Good,Yes,No,Yes,Family,No,No,Neutral,No,Yes,7
1/16/2021 23:06,1st year,Normal,60,Male,19,Hall-Mess,Single,No,3,Good,Yes,No,Yes,Family,No,No,Neutral,No,Yes,7
1/16/2021 23:06,1st year,Normal,60,Male,19,Hall-Mess,Single,No,3,Good,Yes,No,Yes,Family,No,No,Neutral,No,Yes,7
1/16/2021 23:06,1st year,Normal,60,Male,19,Hall-Mess,Single,No,3,Good,Yes,No,Yes,Family,No,No,Neutral,No,Yes,7
1/16/2021 23:06,1st year,Normal,60,Male,19,Hall-Mess,Single,No,3,Good,Yes,No,Yes,Family,No,No,Neutral,No,Yes,7
1/16/2021 23:06,1st year,Normal,60,Male,19,Hall-Mess,Single,No,3,Good,Yes,No,Yes,Family,No,No,Neutral,No,Yes,7
1/16/2021 23:06,1st year,Normal,60,Male,19,Hall-Mess,Single,No,3,Good,Yes,No,Yes,Family,No,No,Neutral,No,Yes,7
1/16/2021 23:06,1st year,Normal,60,Male,19,Hall-Mess,Single,No,3,Good,Yes,No,Yes,Family,No,No,Neutral,No,Yes,7
1/16/2021 23:07,1st year,Normal,60,Male,19,Hall-Mess,Single,No,3,Good,Yes,No,Yes,Family,No,No,Neutral,No,Yes,7
1/16/2021 23:07,1st year,Normal,60,Male,19,Hall-Mess,Single,No,3,Good,Yes,No,Yes,Family,No,No,Neutral,No,Yes,7
1/16/2021 23:07,1st year,Normal,60,Male,19,Hall-Mess,Single,No,3,Good,Yes,No,Yes,Family,No,No,Neutral,No,Yes,7
1/16/2021 23:07,1st year,Normal,60,Male,19,Hall-Mess,Single,No,3,Good,Yes,No,Yes,Family,No,No,Neutral,No,Yes,7
1/16/2021 23:07,1st year,Normal,60,Male,19,Hall-Mess,Single,No,3,Good,Yes,No,Yes,Family,No,No,Neutral,No,Yes,7
1/16/2021 23:31,1st year,Normal,60,Male,19,Hall-Mess,Single,No,3,Good,Yes,No,Yes,Family,No,No,Neutral,No,Yes,7
1/16/2021 23:31,1st year,Normal,60,Male,19,Hall-Mess,Single,No,3,Good,Yes,No,Yes,Family,No,No,Neutral,No,Yes,7
1/16/2021 23:31,1st year,Normal,60,Male,19,Hall-Mess,Single,No,3,Good,Yes,No,Yes,Family,No,No,Neutral,No,Yes,7
1/16/2021 23:31,1st year,Normal,60,Male,19,Hall-Mess,Single,No,3,Good,Yes,No,Yes,Family,No,No,Neutral,No,Yes,7
1/16/2021 23:31,1st year,Normal,60,Male,19,Hall-Mess,Single,No,3,Good,Yes,No,Yes,Family,No,No,Neutral,No,Yes,7
1/16/2021 23:31,1st year,Normal,60,Male,19,Hall-Mess,Single,No,3,Good,Yes,No,Yes,Family,No,No,Neutral,No,Yes,7
1/16/2021 23:31,1st year,Normal,60,Male,19,Hall-Mess,Single,No,3,Good,Yes,No,Yes,Family,No,No,Neutral,No,Yes,7
1/16/2021 23:31,1st year,Normal,60,Male,19,Hall-Mess,Single,No,3,Good,Yes,No,Yes,Family,No,No,Neutral,No,Yes,7
1/16/2021 23:31,1st year,Normal,60,Male,19,Hall-Mess,Single,No,3,Good,Yes,No,Yes,Family,No,No,Neutral,No,Yes,7
1/16/2021 23:31,1st year,Normal,60,Male,19,Hall-Mess,Single,No,3,Good,Yes,No,Yes,Family,No,No,Neutral,No,Yes,7
1/16/2021 23:31,1st year,Normal,60,Male,19,Hall-Mess,Single,No,3,Good,Yes,No,Yes,Family,No,No,Neutral,No,Yes,7
1/16/2021 23:36,1st year,Normal,60,Male,19,Hall-Mess,Single,No,3,Good,Yes,No,Yes,Family,No,No,Neutral,No,Yes,7
1/16/2021 23:36,1st year,Normal,60,Male,19,Hall-Mess,Single,No,3,Good,Yes,No,Yes,Family,No,No,Neutral,No,Yes,7
1/16/2021 23:36,1st year,Normal,60,Male,19,Hall-Mess,Single,No,3,Good,Yes,No,Yes,Family,No,No,Neutral,No,Yes,7
1/16/2021 23:36,1st year,Normal,60,Male,19,Hall-Mess,Single,No,3,Good,Yes,No,Yes,Family,No,No,Neutral,No,Yes,7
1/16/2021 23:36,1st year,Normal,60,Male,19,Hall-Mess,Single,No,3,Good,Yes,No,Yes,Family,No,No,Neutral,No,Yes,7
1/16/2021 23:36,1st year,Normal,60,Male,19,Hall-Mess,Single,No,3,Good,Yes,No,Yes,Family,No,No,Neutral,No,Yes,7
1/16/2021 23:36,1st year,Normal,60,Male,19,Hall-Mess,Single,No,3,Good,Yes,No,Yes,Family,No,No,Neutral,No,Yes,7
1/16/2021 23:37,1st year,Normal,60,Male,19,Hall-Mess,Single,No,3,Good,Yes,No,Yes,Family,No,No,Neutral,No,Yes,7
1/16/2021 23:37,1st year,Normal,60,Male,19,Hall-Mess,Single,No,3,Good,Yes,No,Yes,Family,No,No,Neutral,No,Yes,7
1/16/2021 23:37,1st year,Normal,60,Male,19,Hall-Mess,Single,No,3,Good,Yes,No,Yes,Family,No,No,Neutral,No,Yes,7
1/16/2021 23:37,1st year,Normal,60,Male,19,Hall-Mess,Single,No,3,Good,Yes,No,Yes,Family,No,No,Neutral,No,Yes,7
1/16/2021 23:37,1st year,Normal,60,Male,19,Hall-Mess,Single,No,3,Good,Yes,No,Yes,Family,No,No,Neutral,No,Yes,7
1/16/2021 23:37,1st year,Normal,60,Male,19,Hall-Mess,Single,No,3,Good,Yes,No,Yes,Family,No,No,Neutral,No,Yes,7
1/16/2021 23:37,1st year,Normal,60,Male,19,Hall-Mess,Single,No,3,Good,Yes,No,Yes,Family,No,No,Neutral,No,Yes,7
1/16/2021 23:37,1st year,Normal,60,Male,19,Hall-Mess,Single,No,3,Good,Yes,No,Yes,Family,No,No,Neutral,No,Yes,7
1/16/2021 23:37,1st year,Normal,60,Male,19,Hall-Mess,Single,No,3,Good,Yes,No,Yes,Family,No,No,Neutral,No,Yes,7
1/16/2021 23:41,4th year,Normal,60,Male,22,Home,Single,Yes,3,Normal,No,No,Yes,Family,No,No,Neutral,No,No,7
1/16/2021 23:41,4th year,Normal,60,Male,22,Home,Single,Yes,3,Normal,No,No,Yes,Family,No,No,Neutral,No,No,7
1/16/2021 23:41,4th year,Normal,60,Male,22,Home,Single,Yes,3,Normal,No,No,Yes,Family,No,No,Neutral,No,No,7
1/16/2021 23:41,4th year,Normal,60,Male,22,Home,Single,Yes,3,Normal,No,No,Yes,Family,No,No,Neutral,No,No,7
1/16/2021 23:41,4th year,Normal,60,Male,22,Home,Single,Yes,3,Normal,No,No,Yes,Family,No,No,Neutral,No,No,7
1/16/2021 23:41,4th year,Normal,60,Male,22,Home,Single,Yes,3,Normal,No,No,Yes,Family,No,No,Neutral,No,No,7
1/16/2021 23:41,4th year,Normal,60,Male,22,Home,Single,Yes,3,Normal,No,No,Yes,Family,No,No,Neutral,No,No,7
1/16/2021 23:41,4th year,Normal,60,Male,22,Home,Single,Yes,3,Normal,No,No,Yes,Family,No,No,Neutral,No,No,7
1/16/2021 23:41,4th year,Normal,60,Male,22,Home,Single,Yes,3,Normal,No,No,Yes,Family,No,No,Neutral,No,No,7
1/16/2021 23:41,4th year,Normal,60,Male,22,Home,Single,Yes,3,Normal,No,No,Yes,Family,No,No,Neutral,No,No,7
1/16/2021 23:41,4th year,Normal,60,Male,22,Home,Single,Yes,3,Normal,No,No,Yes,Family,No,No,Neutral,No,No,7
1/16/2021 23:42,4th year,Normal,60,Male,22,Home,Single,Yes,3,Normal,No,No,Yes,Family,No,No,Neutral,No,No,7
1/16/2021 23:42,4th year,Normal,60,Male,22,Home,Single,Yes,3,Normal,No,No,Yes,Family,No,No,Neutral,No,No,7
1/16/2021 23:42,4th year,Normal,60,Male,22,Home,Single,Yes,3,Normal,No,No,Yes,Family,No,No,Neutral,No,No,7
1/16/2021 23:42,4th year,Normal,60,Male,22,Home,Single,Yes,3,Normal,No,No,Yes,Family,No,No,Neutral,No,No,7
1/16/2021 23:42,4th year,Normal,60,Male,22,Home,Single,Yes,3,Normal,No,No,Yes,Family,No,No,Neutral,No,No,7
